X,1210,Sol vaccum tool 3 robot Ch2
X,1211,Sol vaccum tool 4 robot Ch2
X,1212,Sol vaccum tool 5 robot Ch2
X,1213,Sol vaccum tool 6 robot Ch2
X,1214,Sol blow tool 1 robot Ch2
X,1215,Sol blow tool 2 robot Ch2
X,1216,Sol blow tool 3 robot Ch2
X,1217,Sol blow tool 4 robot Ch2
X,1220,Sol blow tool 5 robot Ch2
X,1221,Sol blow tool 6 robot Ch2
X,1222,Sol Cyl Up Down 01 Robot Ch2
X,1223,Sol Cyl Up Down 02 Robot Ch2
X,1224,Sol Cyl Up Down 03 Robot Ch2
X,1225,Sol Cyl Up Down 04 Robot Ch2
X,1226,Sol Cyl Up Down 05 Robot Ch2
X,1227,Sol Cyl Up Down 06 Robot Ch2
X,1230,Sol vaccum frame robot Ch2
X,1231,Sol blow frame robot Ch2
X,1232,Sol cyl up down frame robot Ch2
X,1233,Sol vaccum tool 7 robot Ch2
X,1234,Sol vaccum tool 8 robot Ch2
X,1235,Sol vaccum tool 9 robot Ch2
X,1236,Sol blow tool 7 robot Ch2
X,1237,Sol blow tool 8 robot Ch2
X,1240,Sol blow tool 9 robot Ch2
X,1241,Sol Cyl Up Down 07 Robot Ch2
X,1242,Sol Cyl Up Down 08 Robot Ch2
X,1243,Sol Cyl Up Down 09 Robot Ch2
X,1244,
X,1245,
X,1246,
X,1247,
X,1250,
X,1251,
X,1252,
X,1253,
X,1254,
X,1255,
X,1256,
X,1257,
X,1260,
X,1261,
X,1262,
X,1263,
X,1264,
X,1265,
X,1266,
X,1267,
X,1270,
X,1271,
X,1272,
X,1273,
X,1274,
X,1275,
X,1276,
X,1277,
X,1300,
X,1301,
X,1302,
X,1303,
X,1304,
X,1305,
X,1306,
X,1307,
X,1310,
X,1311,
X,1312,
X,1313,
X,1314,
X,1315,
X,1316,
X,1317,
X,1320,
X,1321,
X,1322,
X,1323,
X,1324,
X,1325,
X,1326,
X,1327,
X,1330,
X,1331,
X,1332,
X,1333,
X,1334,
X,1335,
X,1336,
X,1337,
X,1340,Sensor up tool 10 robot Ch1
X,1341,Sensor up tool 11 robot Ch1
X,1342,Sensor up tool 12 robot Ch1
X,1343,Sensor up tool 13 robot Ch1
X,1344,Sensor up tool 14 robot Ch1
X,1345,
X,1346,
X,1347,
X,1350,Sensor down tool 10 robot Ch1
X,1351,Sensor down tool 11 robot Ch1
X,1352,Sensor down tool 12 robot Ch1
X,1353,Sensor down tool 13 robot Ch1
X,1354,Sensor down tool 14 robot Ch1
X,1355,
